nombre,url,origen,idioma,licencia,tipo_proyecto,equipo,tema
RELMIN,http://www.cn-telma.fr/relmin/index/,Université de Nantes,,,,John Tolan ,"Digital archive of medieval texts in languages such as Latin, Arabic, Greek and Hebrew that is created with a five-years research project about the legal status of religious minorities in the Euro-Mediterranean World (5th-15th centuries); the overall project is funded by the Ideas Program
 of the European Research Council’s Seventh Framework Program from 2010 
until 2015. "
British Library/Qatar Foundation Partnership,http://www.bl.uk/qatar/,British Library,,,,,"The British Library is working in partnership with Qatar Foundation to digitise half a million pages of archival and manuscript material relating to the Gulf, creating an online portal that will be available around the world."
Manar al-Athar,http://www.manar-al-athar.ox.ac.uk/,University of Oxford,,,"Started as an archeological site, but aims to be truly bi-lingual in Arabic and English",,"The Manar al-Athar website aims to provide high resolution, searchable images for teaching, research, and publication. These images of archaeological sites, with buildings and art, will cover the areas of the former Roman empire which later came under Islamic rule, such as Syro-Palestine/the Levant, Arabia, Egypt, North Africa and Spain. The chronological range is from Alexander the Great (i.e., from about 300 BC) through, the Islamic period to the present. It is the first website of its kind providing such material labelled jointly in both Arabic and English. We will also be publishing related material, both online and on paper, in English and Arabic."
Bulgarian Dialectology as Living Tradition,http://bulgariandialectology.org,"Sofia, Bulgaria / Berkeley, USA",,,,,
Various medieval projects at Sofia University,http://www.slav.uni-sofia.bg/index.php/departments/cyrillomethodian-studies/441-andrej-bojadzhiev#1-5,"Sofia, Bulgaria",,,,,
,http://manuscripts.ru/,"Izhevsk, Russia",,,(& other projects by Viktor Baranov) https://sites.google.com/site/personalsiteofvictorabaranov/proekty,,
Vaibakogu,http://vaibad.erm.ee/index.php,Estonia,,,,,
Digital Text Repository for Older Estonian Literature EEVA,http://www.utlib.ee/ekollekt/eeva/index.php?lang=en&do=index,Estonia,,,,,
eZISS,http://nl.ijs.si/e-zrc/index-en.html,Slovenia,,,"A small series of scholarly editions; texts span from medieval to modern; typically contain facsimile, diplomatic transcr., edited text, parallel views, and apparatus; all in open access, downloadable (including facsimiles and TEI source). ",Research Centre of Slovenian Academy of Sciences and Arts,Slovenian literature
noSkE Slovene corpora,http://nl.ijs.si/noske/index-en.html,Slovenia,,,A collectdion of mostly Slovene language corpora made available via the noSketchEngine,Jožef Stefan Institute,Slovene language corpora
DIA - Digitális Irodalmi Akadémia [Digital Academy of Literature],http://dia.pim.hu,Hungary,,,"contains only works of fiction by contemporary writers
collects copyrighted materials but offers free access; the participating authors get renumeration from the Hungarian government on a monthly basis. One new author is added each year.
editor: Wernitzer Julianna, Dr. wernitzerj@pim.hu",Petőfi Irodalmi Múzeum [Museum of Literature] ,Hungarian contemporary fiction
Villanyspenót – The Handbook of Hungarian Literary History,http://www.villanyspenot.hu/,Hungary,,,"[it is called ""Electric Spinach"" because the old (printed) „Handbook of Hungarian Literary History” (in 6 vols) was bound in spinach-green and commonly referred to as such, and its digital successor inherited both the name and the reputation.]",Eötvös Loránd Tudományegyetem;edited by Prof. Iván Horváth (ELTE) ivan@elte.hu,Bibliography of Hungarian Historical Texts
All of Tolstoy in one click,http://www.readingtolstoy.ru/,"Moscow, Russia",,,,,
Croatiae auctores Latini,http://www.ffzg.unizg.hr/klafil/croala/,"Zagreb, Croatia",,,"C. 5 million words of Latin texts written by Croatian authors, or in Croatian regions, between 976 and 1984. TEI XML texts are served by PhiloLogic system, and also freely available (CC-BY) for further experiments and aggregation.","Department of classical philology, Faculty of Humanities and Social sciences, University of Zagreb",Croatian Latin literature
Croatica et Tyrolensia,http://www.ffzg.unizg.hr/klafil/dokuwiki/doku.php/z:croatica-et-tyrolensia,"Zagreb, Croatia",,,"An ongoing two-year project funded mainly by the UKF fund (<http://www.ukf.hr/>); Croatian and Tyrolean neo-Latin literary corpora are to be compared along the following three lines: a) bibliographically, analysing quantitative and qualitative similarities of genres and periods; b) textually, by discovering common themes and forms and interpreting differences; c) methodologically, by reflecting on ways to compare national and regional variants of a supranational literary and linguistic standard.","Faculty of Humanities and Social Sciences, University of Zagreb - Ludwig Boltzmann Institute for Neo-Latin Studies, Innsbruck - Juraj Dobrila University of Pula - Split Literary Circle / Marulianum",A digital comparison of Croatian and Tyrolean neo-Latin literature
Voyages,https://www.slavevoyages.org/,Emory University,,,The Trans-Atlantic Slave Trade Database is the culmination of several decades of independent and collaborative research by scholars drawing upon data in libraries and archives around the Atlantic world.,,Black Atlantic
The Zamani Project,http://en.wikipedia.org/wiki/Zamani_Project,"Cape Town, South Africa",,,"Zamani is a research group at the University of Cape Town,
 they acquire, model, present and manage spatial and other data of 
cultural heritage sites. The present focus of the Zamani project is 
Africa, with the principal objective of developing “The African Cultural
 Heritage Sites and Landscapes Database”. ",,
West African Manuscript Project,http://westafricanmanuscripts.org/,"University of Illinois, Northwestern, Mauritania, Mali",,,"AMMS is a bi-lingual database that was developed at the University of Illinois in the late 1980s to describe a collection of Arabic manuscripts in southern Mauritania (Boutilimit). It subsequently has been used to catalogue seven other West African collections including the manuscript libraries at the Institut Mauritanien de Recherche Scientifique, Northwestern University, and the Centre Ahmad Baba in Timbuctu. ",,"African Arabic Archive, digitalization"
Soweto GIS Project,http://www.dhinitiative.org/projects/mappingsoweto/,Hamilton College,,,"The primary objective of the Soweto Historical GIS Project (SHGIS) is to build a multi-layered historical geographic information system that explores the social, economic and political dimensions of urban development under South African apartheid regimes (1904/1948-1994) in Johannesburg’s all-black township of Soweto. Soweto (an acronym for the South Western Towsnhips), a creation of state power, was developed to house low-wage workers and to segregate black South Africans from white. The application of geographic methodologies to the study of the anti-apartheid movement reveals the complex spatial dimensions of violence, resistance, and freedom. The project examines the micro-geography of resistance and the layering of meaning and action between the apartheid state and township residents across its built form.",Angel Nieves,South Africa
African Online Digital Library,http://www.aodl.org/,Matrix at Michigan State partnered with African institutions,,,"The African Online Digital Library (AODL) is a portal to multimedia collections about Africa. MATRIX, working in cooperation with the African Studies Center at Michigan State University, is partnering with universities and cultural heritage organizations in Africa to build this resource. Plans are underway to add digital tools in order to enable scholars to work with and add to these materials. Individuals and organizations interested in contributing to the African Online Digital Library are invited to contact us.",,Africa
Practicing development,http://blog.inasp.info/author/mduine/,Africa,,,"Practising Development aims to explore ideas, discuss issues and share learning around research, information and development. Managed by INASP, the views and opinions expressed on Practising Development are those of the individual authors and do not represent those of the organisation. <--Might have ideas.",INASP,Research Production
Digital Humanities and Heritage in India,http://wp.lancs.ac.uk/dhindia/,"India, UK",,,"This Research Network, funded by the Arts and Humanities Research Council, UK, brings together scholars and practitioners interested in the potential of digital technologies in scholarship, archives and heritage. The aim of the network is to explore the particular potential and challenges presented by devising research projects using digital datasources, digitisation and geospatial methodologies.",DH Lancaster,India
SARIT,http://sarit.indology.info/,Vienna,,,"SARIT (``Search and Retrieval of Indic Texts"") consists of a library of Indic texts.  Work on this library is done in the framework of a github organisation (https://github.com/sarit/).  The website https://sarit.indology.info is not in sync with the library anymore, due to technical issues.  A new HTML presentation is in the works.",https://github.com/sarit/,India
A series of International Sanskrit Computational Linguistics Symposium,https://sites.google.com/site/5isclc2013/Home,"Bombay, India",,,The papers in this conference were pubslished from Springer.,IIT Bombay,India
Bichitra: Online Tagore Variorum,http://bichitra.jdvu.ac.in/index.php,"Jadavpur University, India",,,,School of Cultural Texts and Records,India
,http://sarai.net/projects/,"Centre for the Study of Developing Societies, Delhi",,,,Sarai,India
The Oral History Project,http://www.citizensarchive.org/,Karachi,,,,The Citizens Archive of Pakistan,Pakistan
Indian Memory Project,http://www.indianmemoryproject.com/,"Mumbai, Maharastra",,,,Anusha Yadav,India
Rekhta,http://rekhta.org/,Noida,,,,Rekhta Foundation,India
Panjab Digital Library,http://www.panjabdigilib.org/webuser/searches/mainpage.jsp,"Chandigarh, Punjab",,,,Panjab Digital Library,Subcontinent
Indian Subcontinent Partition Documentation,http://www.ispad1947.org/,New York,,,,Sachi G. Dastidar,Subcontinent
The 1947 Partition Archive,http://www.1947partitionarchive.org/,California,,,,Guneeta Singh Bhalla,Subcontinent
Digitized Buddhist Manuscripts,http://web.archive.org/web/20120502114201/http://diri-au.org/pages/?page_id=516,"Bangkok, Thailand",,,The original site is currently being updated: http://www.diri-au.org/pages/,Center for Documentation of Cultural and Natural Heritege (CULTNAT),
"Digitizing ""Chinese Englishmen""",http://chineseenglishmen.adelinekoh.org/,"New Jersey, USA",,,,,Singapore
History of Ayutthaya,http://www.ayutthaya-history.com/index.html,Thailand,,,,,Ayutthaya
"Doing Our Bit, Mosman 1914-1918",http://mosman1914-1918.net/,"Mosman, NSW",,,"A DH-informed effort by a local council to commemorate the centennial of WW1 by collecting, digitizing, transcribing, and linking material from the Mosman community, about the Mosman community and their experience of and memory of the Great War.  (Tim Sherrat is involved, and I host the transcription part of their efforts, so COI-alert.)","Mosman Library, New South Wales Government","Australia, WW1"
Migration Memories,http://rsh.anu.edu.au/migrationmemories/index.htm,"Canberra, ACT, Australia",,,"Migration stories from 2 areas in Australia.  Includes research methodologies, papers, exhibit development process, maps...","ANU, Australian Research Council, National Museum of Australia Canberra",Australia
PARADISEC,http://www.paradisec.org.au/home.html,"Sydney, New South Wales, Australia",,,"""The Pacific and Regional Archive for Digital Sources in Endangered 
Cultures offers a facility for digital conservation and access to 
endangered materials from all over the world. Our research group has 
developed models to ensure that the archive can provide access to 
interested communities and conforms to emerging international standards for digital archiving. A primary motivation for this project is making field recordings available to those recorded and their descendants."""," University of Sydney, University of Melbourne,  Australian National University",International
Trove,http://trove.nla.gov.au/,"Canberra, ACT, Australia",,,"Includes digitized newspapers, featuring very successful crowd-correcting of some pretty terrible OCR, in addition to books, pictures, journals, data sets...",National Library of Australia,Australia
Founders and Survivors,http://foundersandsurvivors.org//,Australia,,,"""Founders & Survivors is a partnership between historians, 
genealogists, demographers and population health researchers. It seeks to record and study the founding population of 73,000 men women and children who were transported to Tasmania. Many survived their convict experience and went on to help build a new society.""","historians, genealogists, demographers and population health researchers...funded by ANU, Flinders Univ, U Tasmmania, U Melbourne, Archives Office of Tasmania, National Archives of Aus, Aus Research Council, Institute for a Broadband Enabled Society","Tasmania, Australia"
Digital Renaissance Editions,http://digitalrenaissance.uvic.ca/,"Australia, Canada",,,The aim of the Digital Renaissance Editions is to publish multimedia scholarly editions of early English drama and make these freely available online. The project extends the successful platform developed by the Internet Shakespeare Editions at the University of Victoria.,"The University of Western Australia, University of Victoria (Canada)",United Kingdom
Lost Plays Database,http://lostplays.org/,Australia,,,"The Lost Plays Database is a wiki-style forum for scholars to share information about lost plays in England, 1570-1642. Its purpose is to add lost plays to scholarly discussions of early modern theatrical activity.","The University of Melbourne, University of Arkansas at Little Rock",United Kingdom
Intelligent Archive,http://www.newcastle.edu.au/research-and-innovation/centre/education-arts/cllc/intelligent-archive,Australia,,,Intelligent Archive is a Java application developed for text analysis by the Centre for Literary and Linguistic Computing (CLLC) at the University of Newcastle.,The University of Newcastle,Worldwide
NZETC (New Zealand Electronic Text Collection),http://nzetc.victoria.ac.nz/,New Zealand,,,open access to New Zealand and Pacific Island texts and materials,Victoria University of Wellington,New Zealand
DigitalNZ ,http://digitalnz.org.nz/,New Zealand,,,"discovery tool of NZ digital content, includes tools to create search engine, help for digitizing collections. etc.",National Library of New Zealand and 120 partners,New Zealand
UC CEISMIC Canterbury Earthquakes Digital Archive,http://www.ceismic.org.nz,New Zealand,,,"A federated archive of video, audio, documents and images related to the Canterbury earthquakes of 2010 and 2011.  Associated with the University of Canterbury Digital Humanities programme - dh.canterbury.ac.nz",University of Canterbury and 10 NZ cultural heritage partners,"Canterbury, New Zealand"
Invisible Australians,http://invisibleaustralians.org/,Australia,,,,,"Australia, History"
Deepening Histories of Place,http://www.deepeninghistories.anu.edu.au/,Australia,,,"""Deepening Histories of Place investigates the social and environmental links that create historical ‘highways’ of understanding, including song-lines, tracks, exploration, trade, pastoral and tourism routes. Our pilot studies are in Sydney-Blue Mountains, Central Australia and the Top End of the Northern Territory. A digital history project, we will develop innovative models for multi-vocal Indigenous and landscape-focused histories. Adopting a collaborative approach, we are researching histories of people and land with Indigenous custodians and community members, in strong partnership with parks, cultural and collections institutions. Our publications, audio-visual streaming and other history delivery strategies aim to enrich visitor understandings of internationally significant Australian landscapes.""","The Australian National University, University of Sydney, The University of Western Sydney and 7 Australian institutional partners.","Australia, Indigenous History"
The French Book Trade in Enlightenment Europe,http://fbtee.uws.edu.au/main/,"United Kingdom, Australia",,,"""The French Book Trade in Enlightenment Europe (FBTEE) project uses database technology to map the trade of the Société Typographique de Neuchâtel (STN), a celebrated Swiss publishing house that operated between 1769 and 1794. As the STN sold the works of other publishers alongside its own editions, their archives can be considered a representative source for studying the history of the book trade and dissemination of ideas in the late Enlightenment.Using state of the art database, web interface and GIS technology, the project provides a user-friendly resource for use by scholars, teachers and students of French literature and history, book history, the Enlightenment and bibliography more generally.""","University of Leeds, Arts & Humanities Research Council (United Kingdom), University of Western Sydney",France
AustLit,http://www.austlit.edu.au,Australia,,,"""AustLit aims to be the definitive virtual research environment and information resource for Australian literary, print, and narrative culture.""",The University of Queensland and multiple university partners,"Australia, Literature"
HuNI (Humanities Networked Infrastructure),http://huni.net.au/,Australia,,,"""HuNI (Humanities Networked Infrastructure) is a major new digital service for humanities researchers. Developed in Australia, with funding from the NeCTAR (National eResearch Collaborative Tools and Resources) program, it aggregates data from 28 different cultural datasets from a variety of disciplines, makes them available for external re-use through an API and as Linked Open Data, and provides a set of tools for researchers to work with the data.""",Multi-instutitional collaboration.,Australia
Digital Daisy Bates,http://languages-linguistics.unimelb.edu.au/current-projects/digital-daisy-bates,Australia,,,"""In collaboration with the National Library of Australia (NLA), this project made accessible this extremely valuable collection of several hundred wordlists of Australian Indigenous languages, originally recorded by Daisy Bates in the early 1900s. The dataset has been constructed according to the TEI: P5 Guidelines, to embody both a facsimile of the original set of manuscripts and a structured dataset for complex research questions. Access to these historical records of Australian languages will benefit from the interdisciplinary cooperation of linguists and musicologists with technology experts and with the premier collecting agency the National Library of Australia.""",University of Melbourne,Australia
